Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.15-23.194.182.93-49484-80-6,192.168.10.15,49484,23.194.182.93,80,6,5/7/2017 8:49,4,2,0,12,0,6,6,6,0,0,0,0,0,3000000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,0,500000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-62392-17,192.168.10.3,62392,192.168.10.1,53,17,5/7/2017 8:46,164743,1,1,51,83,51,51,51,0,83,83,83,0,813.3881257,12.14012128,164743,0,164743,164743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6.07006064,6.07006064,51,83,61.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,92.5,51,83,20,0,0,0,0,0,0,1,51,1,83,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-23.194.182.93-49487-80-6,192.168.10.15,49487,23.194.182.93,80,6,5/7/2017 8:49,57942,4,6,2258,220,1906,0,564.5,908.8357021,196,0,36.66666667,78.0939605,42766.90484,172.5863795,6438,10183.39149,23440,0,34244,11414.66667,11774.64434,23534,18,34502,6900.4,15157.75014,34013,0,0,0,0,0,92,132,69.03455179,103.5518277,0,1906,225.2727273,568.587916,323292.2182,0,0,0,1,0,0,0,0,1,247.8,564.5,36.66666667,92,0,0,0,0,0,0,4,2258,6,220,8192,1129,3,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-23.194.182.93-49487-80-6,192.168.10.15,49487,23.194.182.93,80,6,5/7/2017 8:49,4,2,0,12,0,6,6,6,0,0,0,0,0,3000000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,0,500000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-23.194.182.93-49488-80-6,192.168.10.15,49488,23.194.182.93,80,6,5/7/2017 8:49,47421,5,6,1594,214,1242,0,318.8,537.156588,196,0,35.66666667,78.60195078,38126.5684,231.9647414,4742.1,9449.915502,23238,3,45661,11415.25,13112.53996,23367,48,24183,4836.6,9791.880325,22332,3,0,0,0,0,124,144,105.4385188,126.5262226,0,1242,150.6666667,360.3577347,129857.697,0,0,0,1,0,0,0,0,1,164.3636364,318.8,35.66666667,124,0,0,0,0,0,0,5,1594,6,214,8192,1024,3,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-23.194.182.93-49489-80-6,192.168.10.15,49489,23.194.182.93,80,6,5/7/2017 8:49,53584,5,7,2252,220,1900,0,450.4,823.9313078,196,0,31.42857143,72.62427772,46133.17408,223.947447,4871.272727,10228.33485,28591,1,50864,12716,14860.04477,28704,50,24993,4165.5,8907.660383,22206,1,0,0,0,0,124,164,93.31143625,130.6360107,0,1900,190.1538462,524.2654935,274854.3077,0,0,0,1,0,0,0,0,1,206,450.4,31.42857143,124,0,0,0,0,0,0,5,2252,7,220,8192,1129,3,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-23.194.182.93-49489-80-6,192.168.10.15,49489,23.194.182.93,80,6,5/7/2017 8:49,4,2,0,12,0,6,6,6,0,0,0,0,0,3000000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,0,500000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.8-52.35.5.132-49221-443-6,192.168.10.8,49221,52.35.5.132,443,6,5/7/2017 8:48,60397661,13,12,984,3402,596,0,75.69230769,168.3742778,1615,0,283.5,590.5372746,72.61870621,0.413923314,2516569.208,4382604.52,9993438,16,6.04E+07,5033138.417,5206470.239,1.01E+07,160,6.03E+07,5482935.636,5210736.821,1.01E+07,206,0,0,0,0,272,312,0.215240123,0.198683191,0,1615,168.6923077,423.0999664,179013.5815,0,0,0,1,0,0,0,0,0,175.44,75.69230769,283.5,272,0,0,0,0,0,0,13,984,12,3402,8192,114,12,20,119347.1667,85254.73309,293371,84195,9946905.833,109697.6633,9993438,9723071,BENIGN
192.168.10.8-52.36.207.192-49220-443-6,192.168.10.8,49220,52.36.207.192,443,6,5/7/2017 8:48,62687684,17,16,2395,10110,679,0,140.8823529,256.5596623,2920,0,631.875,852.7480968,199.4809698,0.526419193,1958990.125,3894529.82,9993209,19,6.27E+07,3917980.25,4870529.999,1.01E+07,155,6.26E+07,4173279.4,4959930.072,1.01E+07,48,0,0,0,0,352,392,0.271185645,0.255233548,0,2920,367.7941176,653.3656352,426886.6533,0,0,0,1,0,0,0,0,0,378.9393939,140.8823529,631.875,352,0,0,0,0,0,0,17,2395,16,10110,8192,125,16,20,547723,1134046.166,2862585,84437,9900219,152596.6424,9993209,9633035,BENIGN
192.168.10.3-192.168.10.15-135-49469-6,192.168.10.15,49469,192.168.10.3,135,6,5/7/2017 8:48,14576709,13,8,1022,1096,168,0,78.61538462,83.6316711,268,0,137,104.1921302,145.3002869,1.440654403,728835.45,3240955.47,1.45E+07,1,1.46E+07,1214725.75,4183184.863,1.45E+07,1,13894,1984.857143,4311.166177,11637,1,0,0,0,0,284,184,0.891833678,0.548820725,0,268,96.27272727,94.24243399,8881.636364,0,0,0,1,0,0,0,0,0,100.8571429,78.61538462,137,284,0,0,0,0,0,0,13,1022,8,1096,8192,2051,11,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.15-49671-49472-6,192.168.10.15,49472,192.168.10.3,49671,6,5/7/2017 8:48,14552747,11,6,2408,2160,968,0,218.9090909,380.1022111,952,0,360,462.1203306,313.892628,1.168164334,909546.6875,3623662.793,1.45E+07,1,1.46E+07,1455274.7,4582844.686,1.45E+07,1,940,188,284.2340585,673,3,0,0,0,0,244,144,0.755871039,0.412293294,0,968,253.7777778,395.4170629,156354.6536,0,0,0,1,0,0,0,0,0,268.7058824,218.9090909,360,244,0,0,0,0,0,0,11,2408,6,2160,8192,2049,9,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.15-135-49469-6,192.168.10.15,49469,192.168.10.3,135,6,5/7/2017 8:49,66,1,3,6,18,6,6,6,0,6,6,6,0,363636.3636,60606.06061,22,23.57965225,48,2,0,0,0,0,0,50,25,32.52691193,48,2,0,0,0,0,20,60,15151.51515,45454.54545,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,254,2051,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.15-49671-49472-6,192.168.10.15,49472,192.168.10.3,49671,6,5/7/2017 8:49,47,1,3,6,18,6,6,6,0,6,6,6,0,510638.2979,85106.38298,15.66666667,23.69247419,43,1,0,0,0,0,0,4,2,1.414213562,3,1,0,0,0,0,20,60,21276.59574,63829.78723,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,252,2049,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60984-17,192.168.10.3,60984,192.168.10.1,53,17,5/7/2017 8:47,25588,1,1,51,136,51,51,51,0,136,136,136,0,7308.113178,78.16163827,25588,0,25588,25588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,39.08081913,39.08081913,51,136,79.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1,119,51,136,20,0,0,0,0,0,0,1,51,1,136,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-52.38.5.243-36342-443-6,192.168.10.12,36342,52.38.5.243,443,6,5/7/2017 8:49,5206664,9,5,358,3024,201,0,39.77777778,73.31230759,1525,0,604.8,805.6076589,649.5521893,2.688861812,400512.6154,1352848.548,4901436,4,5206664,650833,1718217.229,4901436,4,180558,45139.5,52069.32264,92984,4,0,0,0,0,296,168,1.728554022,0.96030779,0,1525,225.4666667,515.4498544,265688.5524,0,0,0,1,0,0,0,0,0,241.5714286,39.77777778,604.8,296,0,0,0,0,0,0,9,358,5,3024,29200,119,3,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-52.38.5.243-36342-443-6,52.38.5.243,443,192.168.10.12,36342,6,5/7/2017 8:49,4,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,7750000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,1,0,0,0,64,0,500000,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,64,0,0,0,0,0,0,2,31,0,0,119,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-52.84.145.166-46864-443-6,192.168.10.12,46864,52.84.145.166,443,6,5/7/2017 8:49,5636280,8,4,367,3710,210,0,45.875,79.37332675,3452,0,927.5,1687.388811,723.3494432,2.129063851,512389.0909,1660112.536,5517623,3,5636280,805182.8571,2078118.801,5517623,3,53458,17819.33333,14779.58884,26558,755,0,0,0,0,264,136,1.4193759,0.70968795,0,3452,313.6153846,947.153414,897099.5897,0,0,0,1,0,0,0,0,0,339.75,45.875,927.5,264,0,0,0,0,0,0,8,367,4,3710,29200,118,3,32,118654,0,118654,118654,5517623,0,5517623,5517623,BENIGN
192.168.10.12-52.84.145.166-46860-443-6,192.168.10.12,46860,52.84.145.166,443,6,5/7/2017 8:49,5636729,9,5,367,3710,210,0,40.77777778,75.80530618,2004,0,742,925.5355207,723.291824,2.483709967,433594.5385,1522929.174,5501998,3,5636729,704591.125,1938566.895,5501998,3,70000,17500,19807.10036,41376,49,0,0,0,0,296,168,1.596670693,0.887039274,0,2004,271.8,605.4568759,366578.0286,0,0,0,1,0,0,0,0,0,291.2142857,40.77777778,742,296,0,0,0,0,0,0,9,367,5,3710,29200,118,3,32,134728,0,134728,134728,5501998,0,5501998,5501998,BENIGN
192.168.10.12-52.84.145.166-46862-443-6,192.168.10.12,46862,52.84.145.166,443,6,5/7/2017 8:49,5636844,9,6,367,3710,210,0,40.77777778,75.80530618,1448,0,618.3333333,674.5504182,723.2770678,2.661063531,402631.7143,1470104.428,5510145,3,5636844,704605.5,1941853.082,5510145,3,63079,12615.8,16788.19587,35170,47,0,0,0,0,296,200,1.596638119,1.064425413,0,1448,254.8125,489.2970766,239411.6292,0,0,0,1,0,0,0,0,0,271.8,40.77777778,618.3333333,296,0,0,0,0,0,0,9,367,6,3710,29200,118,3,32,126696,0,126696,126696,5510145,0,5510145,5510145,BENIGN
192.168.10.12-52.84.145.166-46866-443-6,192.168.10.12,46866,52.84.145.166,443,6,5/7/2017 8:49,5636850,10,6,367,3710,210,0,36.7,72.62391709,1448,0,618.3333333,674.5504182,723.2762979,2.838464745,375790,1420470.804,5510255,49,5636850,626316.6667,1831611.222,5510255,49,61823,12364.6,16115.1653,33444,245,0,0,0,0,328,200,1.774040466,1.06442428,0,1448,239.8235294,477.7737743,228267.7794,0,0,0,1,0,0,0,0,0,254.8125,36.7,618.3333333,328,0,0,0,0,0,0,10,367,6,3710,29200,118,3,32,126546,0,126546,126546,5510255,0,5510255,5510255,BENIGN
192.168.10.12-52.84.145.166-46868-443-6,192.168.10.12,46868,52.84.145.166,443,6,5/7/2017 8:49,5637049,9,6,367,3710,210,0,40.77777778,75.80530618,1448,0,618.3333333,674.5504182,723.2507647,2.660966758,402646.3571,1471362.01,5514524,3,5637049,704631.125,1943621.711,5514524,3,59225,11845,15843.98252,32220,48,0,0,0,0,296,200,1.596580055,1.064386703,0,1448,254.8125,489.2970766,239411.6292,0,0,0,1,0,0,0,0,0,271.8,40.77777778,618.3333333,296,0,0,0,0,0,0,9,367,6,3710,29200,118,3,32,122522,0,122522,122522,5514524,0,5514524,5514524,BENIGN
192.168.10.12-52.84.145.166-46870-443-6,192.168.10.12,46870,52.84.145.166,443,6,5/7/2017 8:49,5636036,9,6,367,3710,210,0,40.77777778,75.80530618,1448,0,618.3333333,674.5504182,723.3807591,2.66144503,402574,1465668.237,5494650,4,5636036,704504.5,1935639.759,5494650,4,75917,15183.4,20991.54819,47882,48,0,0,0,0,296,200,1.596867018,1.064578012,0,1448,254.8125,489.2970766,239411.6292,0,0,0,1,0,0,0,0,0,271.8,40.77777778,618.3333333,296,0,0,0,0,0,0,9,367,6,3710,29200,118,3,32,141382,0,141382,141382,5494650,0,5494650,5494650,BENIGN
192.168.10.16-38.126.113.10-123-123-17,192.168.10.16,123,38.126.113.10,123,17,5/7/2017 8:47,66088219,2,2,96,96,48,48,48,0,48,48,48,0,2.905207659,0.06052516,2.20E+07,3.80E+07,6.59E+07,87836,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,40,40,0.03026258,0.03026258,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,87836,0,87836,87836,6.59E+07,0,6.59E+07,6.59E+07,BENIGN
192.168.10.3-192.168.10.16-88-42458-6,192.168.10.16,42458,192.168.10.3,88,6,5/7/2017 8:49,1106,9,6,3130,3124,1565,0,347.7777778,690.1001336,1562,0,520.6666667,806.6133316,5654611.212,13562.38698,79,216.9923785,830,1,1106,138.25,314.5930478,913,1,1015,203,354.1143883,830,3,0,0,0,0,304,208,8137.432188,5424.954792,0,1565,390.875,699.2188856,488907.05,0,0,0,1,0,0,0,0,0,416.9333333,347.7777778,520.6666667,304,0,0,0,0,0,0,9,3130,6,3124,29200,2081,2,32,0,0,0,0,0,0,0,0,BENIGN
159.203.8.72-192.168.10.16-123-123-17,192.168.10.16,123,159.203.8.72,123,17,5/7/2017 8:47,67022384,2,2,96,96,48,48,48,0,48,48,48,0,2.864714571,0.059681554,2.23E+07,3.87E+07,6.70E+07,22325,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,40,40,0.029840777,0.029840777,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,22709,0,22709,22709,6.70E+07,0,6.70E+07,6.70E+07,BENIGN
192.168.10.19-4.53.160.75-123-123-17,192.168.10.19,123,4.53.160.75,123,17,5/7/2017 8:47,66040594,2,2,96,96,48,48,48,0,48,48,48,0,2.907302742,0.060568807,2.20E+07,3.81E+07,6.60E+07,40579,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,52,40,0.030284404,0.030284404,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,40579,0,40579,40579,6.60E+07,0,6.60E+07,6.60E+07,BENIGN
192.168.10.25-17.253.14.253-123-123-17,192.168.10.25,123,17.253.14.253,123,17,5/7/2017 8:47,63021782,2,2,96,96,48,48,48,0,48,48,48,0,3.04656571,0.063470119,2.10E+07,3.63E+07,6.30E+07,23863,6.30E+07,6.30E+07,0,6.30E+07,6.30E+07,6.30E+07,6.30E+07,0,6.30E+07,6.30E+07,0,0,0,0,40,40,0.031735059,0.031735059,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,24429,0,24429,24429,6.30E+07,0,6.30E+07,6.30E+07,BENIGN
172.217.3.110-192.168.10.25-80-49167-6,192.168.10.25,49167,172.217.3.110,80,6,5/7/2017 8:48,30228073,6,4,667,753,667,0,111.1666667,272.3016097,572,0,188.25,269.6867009,46.97619991,0.330818309,3358674.778,1.00E+07,3.00E+07,3,3.02E+07,6045614.6,1.34E+07,3.00E+07,3,149962,49987.33333,55682.77008,110005,4,0,0,0,0,204,136,0.198490986,0.132327324,0,667,129.0909091,249.304013,62152.49091,0,0,0,1,0,0,0,0,0,142,111.1666667,188.25,204,0,0,0,0,0,0,6,667,4,753,65535,342,1,32,0,0,0,0,0,0,0,0,BENIGN
172.217.3.110-192.168.10.25-443-49169-6,192.168.10.25,49169,172.217.3.110,443,6,5/7/2017 8:48,29999168,21,15,1248,16846,773,0,59.42857143,174.8440938,2836,0,1123.066667,784.0379425,603.1500607,1.200033281,857119.0857,5040342.556,2.98E+07,2,3.00E+07,1499958.4,6666835.627,2.98E+07,4,138175,9869.642857,19703.70974,59923,2,0,0,0,0,684,488,0.700019414,0.500013867,0,2836,489.027027,733.377252,537842.1937,0,0,0,1,0,0,0,0,0,502.6111111,59.42857143,1123.066667,684,0,0,0,0,0,0,21,1248,15,16846,65535,352,6,32,174910,0,174910,174910,2.98E+07,0,2.98E+07,2.98E+07,BENIGN
192.168.10.25-80.247.66.26-49166-443-6,192.168.10.25,49166,80.247.66.26,443,6,5/7/2017 8:48,30231698,22,26,937,42885,453,0,42.59090909,110.29081,4344,0,1649.423077,1077.51177,1449.538164,1.58773748,643227.617,3924092.051,2.69E+07,1,3.02E+07,1439604.667,5852480.848,2.69E+07,4,3233756,129350.24,466207.8708,2312035,1,0,0,0,0,716,840,0.727713012,0.860024468,0,4344,894.3265306,1126.068703,1268030.724,0,0,0,1,0,0,0,0,1,912.9583333,42.59090909,1649.423077,716,0,0,0,0,0,0,22,937,26,42885,65535,243,6,32,3356912,0,3356912,3356912,2.69E+07,0,2.69E+07,2.69E+07,BENIGN
192.168.10.25-192.124.249.5-49168-443-6,192.168.10.25,49168,192.124.249.5,443,6,5/7/2017 8:48,30194273,12,7,891,3989,405,0,74.25,130.9060211,1448,0,569.8571429,697.4643189,161.6200529,0.629258403,1677459.611,7061164.333,3.00E+07,4,3.02E+07,2744933.909,9029890.918,3.00E+07,4,194541,32423.5,48103.54697,125161,48,0,0,0,0,396,232,0.39742636,0.231832043,0,1448,244,473.2772638,223991.3684,0,0,0,1,0,0,0,0,0,256.8421053,74.25,569.8571429,396,0,0,0,0,0,0,12,891,7,3989,65535,61,6,32,223213,0,223213,223213,3.00E+07,0,3.00E+07,3.00E+07,BENIGN
172.217.3.110-192.168.10.25-443-49169-6,172.217.3.110,443,192.168.10.25,49169,6,5/7/2017 8:49,153,2,1,0,0,0,0,0,0,0,0,0,0,0,19607.84314,76.5,102.5304833,149,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,64,32,13071.89542,6535.947712,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,1,0,352,65535,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-80.247.66.26-49166-443-6,80.247.66.26,443,192.168.10.25,49166,6,5/7/2017 8:49,5,3,0,37,0,37,0,12.33333333,21.36195996,0,0,0,0,7400000,600000,2.5,2.121320344,4,1,5,2.5,2.121320344,4,1,0,0,0,0,0,0,0,0,0,96,0,600000,0,0,37,9.25,18.5,342.25,0,0,0,0,1,0,0,0,0,12.33333333,12.33333333,0,96,0,0,0,0,0,0,3,37,0,0,243,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-80.247.66.26-49166-443-6,80.247.66.26,443,192.168.10.25,49166,6,5/7/2017 8:49,203,1,1,0,0,0,0,0,0,0,0,0,0,0,9852.216749,203,0,203,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4926.108374,4926.108374,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,243,65535,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-13.107.4.50-49533-80-6,192.168.10.14,49533,13.107.4.50,80,6,5/7/2017 8:47,119999933,203943,263412,1224076,5.84E+08,367,0,6.002049592,8.603628522,8760,6,2215.199061,836.0215681,4872786.812,3894.627175,256.7645361,2511.173963,462306,-11,1.20E+08,588.4016681,3809.816646,462443,0,1.20E+08,455.4767075,3776.800502,484723,1,1,0,0,0,4202748,5268240,1699.525949,2195.101226,0,8760,1251.154272,1262.67518,1594348.61,0,1,0,0,1,0,0,0,1,1251.156949,6.002049592,2215.199061,4202748,0,0,0,0,0,0,203943,1224076,263412,583510015,1575,1022,197124,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.19-91.189.91.157-123-123-17,192.168.10.19,123,91.189.91.157,123,17,5/7/2017 8:47,65037492,2,2,96,96,48,48,48,0,48,48,48,0,2.952143358,0.061502987,2.17E+07,3.75E+07,6.50E+07,36518,6.50E+07,6.50E+07,0,6.50E+07,6.50E+07,6.50E+07,6.50E+07,0,6.50E+07,6.50E+07,0,0,0,0,40,40,0.030751493,0.030751493,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,36518,0,36518,36518,6.50E+07,0,6.50E+07,6.50E+07,BENIGN
192.168.10.16-192.168.10.50-33408-33949-6,192.168.10.16,33408,192.168.10.50,33949,6,5/7/2017 8:49,169151,15,6,20514,0,2896,0,1367.6,1152.338232,0,0,0,0,121276.2561,124.1494286,8457.55,37104.06152,166076,1,169151,12082.21429,44327.83229,166076,1,166314,33262.8,74373.40979,166306,1,0,0,0,0,496,208,88.6781633,35.47126532,0,2896,932.4545455,1144.696705,1310330.545,0,0,0,1,0,0,0,0,0,976.8571429,1367.6,0,496,0,0,0,0,0,0,15,20514,6,0,29200,362,10,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-192.168.10.50-33408-33949-6,192.168.10.50,33949,192.168.10.16,33408,6,5/7/2017 8:49,66,3,0,0,0,0,0,0,0,0,0,0,0,0,45454.54545,33,42.42640687,63,3,66,33,42.42640687,63,3,0,0,0,0,0,0,0,0,0,96,0,45454.54545,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,395,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-192.168.10.50-33408-33949-6,192.168.10.50,33949,192.168.10.16,33408,6,5/7/2017 8:49,27,1,1,0,0,0,0,0,0,0,0,0,0,0,74074.07407,27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,37037.03704,37037.03704,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,395,229,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-192.168.10.50-52284-21-6,192.168.10.16,52284,192.168.10.50,21,6,5/7/2017 8:49,425270,24,25,176,440,43,0,7.333333333,12.00241522,52,0,17.6,16.1606518,1448.491547,115.2209185,8859.791667,28811.67562,129355,0,425220,18487.82609,43633.36978,129355,0,425142,17714.25,44572.55261,168678,0,0,0,0,0,784,816,56.43473558,58.7861829,0,52,12.32,15.00127886,225.0383673,0,0,0,1,0,0,0,0,1,12.57142857,7.333333333,17.6,784,0,0,0,0,0,0,24,176,25,440,29200,227,12,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-192.168.10.50-52284-21-6,192.168.10.50,21,192.168.10.16,52284,6,5/7/2017 8:49,92,1,1,0,0,0,0,0,0,0,0,0,0,0,21739.13043,92,0,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10869.56522,10869.56522,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,227,229,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-23.15.4.18-49254-80-6,192.168.10.5,49254,23.15.4.18,80,6,5/7/2017 8:47,117107216,3356,4277,15800,1.07E+07,344,0,4.707985697,6.382862347,10220,0,2497.272153,1332.974592,91340.51142,65.17958723,15344.2369,384805.4619,1.00E+07,-1,1.17E+08,34905.28048,580682.958,1.00E+07,1,1.12E+08,26103.77035,507804.5444,1.00E+07,1,0,0,0,0,77236,85684,28.65749964,36.52208759,0,10220,1401.183259,1589.419628,2526254.754,0,0,0,1,0,0,0,0,1,1401.366828,4.707985697,2497.272153,77236,0,0,0,0,0,0,3356,15800,4277,10680833,8192,946,2577,20,139069.4545,410187.4488,1375830,14956,1.00E+07,7762.637596,1.00E+07,1.00E+07,BENIGN
192.168.10.19-91.189.89.198-123-123-17,192.168.10.19,123,91.189.89.198,123,17,5/7/2017 8:47,64094116,2,2,96,96,48,48,48,0,48,48,48,0,2.995594791,0.062408225,2.14E+07,3.68E+07,6.39E+07,94167,6.40E+07,6.40E+07,0,6.40E+07,6.40E+07,6.40E+07,6.40E+07,0,6.40E+07,6.40E+07,0,0,0,0,40,40,0.031204112,0.031204112,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,96886,0,96886,96886,6.39E+07,0,6.39E+07,6.39E+07,BENIGN
192.168.10.9-23.61.187.27-13843-80-6,192.168.10.9,13843,23.61.187.27,80,6,5/7/2017 8:47,115343180,16,14,514,1969,430,0,32.125,106.1105556,1963,0,140.6428571,524.5129033,21.52706385,0.260093401,3977351.034,4873245.71,1.00E+07,9,1.15E+08,7689545.333,4184785.998,1.01E+07,217,1.11E+08,8501668,3764181.24,1.01E+07,743,0,0,0,0,332,424,0.138716481,0.121376921,0,1963,80.09677419,357.7675553,127997.6237,0,0,0,1,0,0,0,0,0,82.76666667,32.125,140.6428571,332,0,0,0,0,0,0,16,514,14,1969,8192,946,15,20,43662.72727,12055.85695,79577,38739,1.00E+07,4623.307653,1.00E+07,9994717,BENIGN
